Stars,Title,Date,Review Body
2,Won't start a Big Hemi.,2021/4/3,I got this for Christmas and finally had a chance to use it. I work in EMS and we have a Ram Power Wagon with a 6.2L hemi that was dead. I thought I'd try it and it said ready the truck just clicked. Let it sit for about 3 minutes and the display dropped to 90% and tried again. Still won't start. Let it sit and tried again. Nothing. Grabbed our big lead acid battery jumper and it started no problem. So won't start the big Hemi. Maybe it will start something smaller I don't know yet. So for now I have a $100 phone charger. If I get a chance to try it in a smaller engine I will update my review.
5,The biggest and the best. Big Rig starts everytime!,2020/12/8,"I am cursed with bad luck when it comes to batteries. No matter their age or vehicle I manage to kill them unwittingly. Thank the maker in the past few years there are now these portable jump packs available that aren't the size of a car battery themselves. They also have much more power to boot. Personally I believe everyone should have a jump pack in their car right next to their jumper cables. You may never need to use it, but Id wager you'll run into someone that will. It also saves your car from any unnecessary jumper cable issues (you can cause real damage to your car if you hook them up incorrectly). With as little as they cost you should have one for every vehicle you own. I have 5 of them (yes 5). One in each of our three cars and one in our boat and our RzR. The last two are pretty critical as you dont wanted to be stranded in the dunes or in the middle of the ocean.

However not all of these batteries are created equal. There are the smaller ones that are insanely portable, yet dont have the starting AMP's needed for anything larger than a small V-6. They are great for 4 cylinders and smaller v-6's but anything that requires a lot of umph youll need to get something larger. I have a large 8 liter diesel that I rarely drive and is always usually dead when I need it. I have tried all my previous jump batteries including another large one I have for my v10 excursion. However none of them have the power to start it. I relented and just figured something of this size cant be adequately jumped. So I would break out the charger and hook it up for 8-12 hours until it got enough juice to charge. Thankfully I got the hulkman (better name than most of these batteries) and gave it a shot. And boom first try it fired right up. In the cold no less!!!! This thing truly is the ""HULK"" it provides more than 3x the power of the next largest battery I have and hardly uses and juice at all. Granted it is bigger, but not so much so that its obtrusive! Like everything in life there are pros/cons though

Pros:
-As powerful as they come, it could probably jump start the space shuttle
-Comes with a quick charger (can charge from regular USB port as well)
-Has a flashlight
-Will jump many cars before dying

Cons
-Its big! Twice the size of others
-Doesn't come with a case, at this price point it should as there are several parts to keep track of

All in all this is the best bang for the buck charger you can get. If youve got a BIG motor or just want that extra peace of mind than you gotta go HULKMAN!!"
5,Incredible Jump Starter!!!,2021/6/18,"Wow! What an amazing, solid product. Overall, incredibly impressed by this jump starter. Very clear display and is very easy to use. Would definitely recommend it to anyone. Super helpful to have in your car for emergencies!

I bought this on a whim when my car battery was totally dead and received it the next morning with prime overnight shipping. This is a very well put-together product. The batter packaging was very high quality similar to what you'd get with an Apple or Samsung phone. The jumper was charged at 80% right our of the box. I used the included charger and got it up to 90% in less than 5min. This thing charges SUPER fast. At 90% I hooked it up to my 2020 Subaru Crosstrek that was completely dead. I pressed the Power and Light Button simultaneously to enter Force Start and my car turned had power instantly. I turned the ignition and it started up first try. The battery went from 90% to 79% with the jump. I charged the jumper again and got to 100% in less than 10min. Like many others, I'm note one to write reviews unless the item or service is really really good or really really bad. This definitely falls into the really really good category!"
5,The most impressive battery jumper I have seen and used.,2020/11/30,"The Hulkman Alpha85 is one impressive looking battery booster. I've owned several well rated chargers before but they typically stopped working within a year. Glad to see off the start that the Hulkman brand offers 2 years of protection and lifetime technical support. Physically, it is larger then the units I have owned before but it is well designed with ip65 protection which I have not seen with other brands. The bright and colorful display is easy to read and honestly just cool to look at. There are so many great features about this unit that are head and above anything I have used before.
Pros:
-Absolutely powerful 2000 Amps peak cranking amps to start vehicles with up to 8.5L Gas/6.0L Diesel engines.
-65W Super Charge: 1.5 hours to fully recharge (When arrived the charger had 69%. Fully charged in 10 minutes)
-DC port charging
-USB-C charging port. Finally a up to date charging port instead of some proprietary connector.
-Ip65 rated
-ergonomic clamps that are easy to use
-tons of safety protections to prevent you from damaging your vehicle or injuring your self. Just correctly connect the jumpers, wait for the ready display and start your vehicle.
-18 months standby power. (the picture misspelled months, just saying).

Cons (Not really but its expected)
-Large size which is understandable given the battery capacity.
-Connector may be difficult to access because the IP65 rubber seals are tight. Again understandable but should be mentioned to prospective buyers.
-No protective case. Even the cheapo battery chargers had some nylon protective case. This one does not.

Overall a real solid unit for the price. I watched the kickstarter promotion and felt confident that the product they were providing was substantial in design and performance. So far it has met my expectations. 5 stars."
5,This thing is a must have brilliant life saver,2021/12/20,"Bought this last year and used it for the first time today. I hooked up a light bar to my Ram Warlock a few days ago. Totally forgot to turn the switch off when I got home from work last night and when I got in my truck to go to work today  the battery was almost stone dead, couldn’t turn the engine over.  Hooked this magnificent little machine up to the battery and got a #2 error code, looked that up and it means battery is under 8v , uggh this is going to be expensive I bet,  but this godsend of a device has instructions on the back telling you to use the Force Start function, so I follow those simple steps, the unit immediately says READY and I’m skeptical as I turn the key.  Well the truck roared to life, I made it to work only a few minutes late and I have the unit recharging on my desk in case I need it again.  I have complete faith in my Hulkman.Buy it , just buy it. Best investment one can make for their vehicle. It’s an amazing product that works as advertised.  And so simple to use."
5,Amazing Product and Great Customer Service!!,2021/8/13,Update .... I must have received a bad one. Great Customer Service took care of me and replaced it. Exactly what I wanted it to do and backed by a company that cares about what they sell. I take back my last comment.
2,"Misleading, Not true 20000mah battery capacity!  Divide by three for correct 6667mah is correct",2022/4/15,"The battery capacity is rated for 20000mah or 20ah, but this is for all the batteries in parallel at 3.7v not at 12v.  So the 3s capacity for 12v is only 6667mah or 6.7ah.  Much less then what is really useful to the consumer."
5,Best In Class,2021/3/16,"As someone who ordered my first Hulkman on Kickstarter and now just ordered a second thru Amazon, I can say this is the most convenient starter on the market. From the size to the features it is spot-on. Easy to use and the boost feature will start an engine other starters will not.
Only disappointment is that Amazon does not offer the original case.
Buy it!"
2,Very poor User Guide,2021/6/22,Very poor User Guide.  No information whatsoever about how to recharge the unit itself.
5,small works great,2021/10/28,"Got this for my boat in summer and truck in winter. Charged 4th of July, in Aug it had 95% power left and started boat rightup"
5,Impressive,2021/10/25,This thing is so impressive; it's a confidence inspiring gadget!
5,Perfect,2020/12/31,This power block is awesome charging is fast the display is bright easy to use.
5,Fantastic,2021/10/18,This jump starter is worth every penny. Amazing something this size has this kind of power. Super easy to use too
5,Fast shipping,2021/7/8,Like
4,**Updated** Watch out for the warranty claims,2021/10/31,"***Update***They did replace the defective charger.  The device itself had worked fabulously.  I used it regularly for about 2.5 weeks while i argued out a warranty issue on a battery until i could get it replaced.  A normal jump used less than 5% of the battery, and 3 forced jumps to a completely dead battery used less than 40%.I'm still only giving it 4 stars, because the warranty requirement for a serial number they only place on a disposable wrapped.  That still seems shady.  If you buy this, keep the paper wrapper from the box,  &/or record the serial number on it.  I'm not sure if they only replaced it because I'm still eligible to return the whole thing to Amazon.I'll update this as things go along.  But if you buy this item, beware, if you need to claim a warranty, they want the serial number that is ONLY on the disposable wrapped slip of paper that's around the box. It's nowhere else.  I even registered my warranty on their site, and received a confirmation email.  Never a mention about the serial number.The sad thing is, the charger itself seems to be great.  The rapid charging cable came apart after about a month of semi regular use, which is why i contacted them about the warranty.TL;DR Good product, they lie about the warranty."
5,Worry reduced quickly,2021/2/13,"For a person that can not start their car, the worry sky rockets instantly.  The mild panic for a grandmother, wife, daughter or girl friend becomes very real very quickly.  Take that worry away.  This product supplies the needed power to start your engine quickly and securely.  The Hulkman provides the portability, power and safety required to get the car started.  Unless a mechanical problem exist or the car is useless, the Hulkman will provide the powder to start the engine.  Keep the original box.  It is perfect for storage of the Hulkman.  It also provides storage for the cables, and charging devices.  Great Product.  I just purchased a second one for my car."
5,Exactly what I needed,2021/9/12,"The only con I have is that I wish this came with a case so I can keep all the wires and gadgets in one place.
Otherwise? This is perfect
I participate in car shows. Inevitably a car almost always needs a jump. When dealing with vehicles that are 60+ years old it happens. Its a real PITA to try to get another car close for jumper cables and nerve wracking when someone you barely know is waving alligator clamps around your $5,000 paint job.
This solves it. I have jumped everything from my 64 Falcon to a 740 HP 69 Impala with zero issue in the last two months. Ive jumped my 1953 Ford tractor a half dozen times (got a bad ground somewhere I haven’t bothered to find).
But the best part is?
Multi use.
I don’t have a cigarette lighter in my 64 but there is a crap ton of ashtrays. Go figure. What that means is I cant charge my phone while at a show. But with this? I can.
Also gives me a flashlight so I don’t have to carry an extra in my bag in case something happens at night.
All in all this has been a great buy for me this far and been super beneficial.
Highly recommend."
3,"GREAT booster, BUT looses it's power when cold.",2022/1/19,"I purchased this item a few months ago and I have used it approximately 10-20 times. Works like a charm every single time, no questions asked. Jumps 5.0 V8 motor with a completely dead battery like it's nothing. HOWEVER, when it's cold outside it loses its charge FAST. It's rated for -4F, well that is not correct because even if it's 25F outside you will go from 60% to 0 in 1 start. Yup, happened to me several times. Yes, it charges up fast, but there is absolutely 0 reason why it should lose its power so much and so fast if it's rated for -4F.
If you live in a warmer climate state where it doesn't get below 32F definitely a great buy. If you live in a 4 seasons state keep that in mind when purchasing or purchase 85S model rated for -40F.

I purchased this regular 85 model when it was $99 which was a good deal, but at the current price, I would possibly try another brand with the same or better specs for a better price."
5,I would've paid $300 for this thing,2021/2/25,"I'm an automotive geek and practically spend more time jump starting my vehicles than I do driving them. My Corvette has been plagued by some electrical gremlins, causing the battery to die every two days, so I've been jumping it with a ""Truck Pac"" brand jump starter. That's one of the biggest jump starters you can get. It weighs almost 40 lbs, but it can start just about anything. I also have a smaller jump pack similar to the Hulkman, but it only has 360 peak amps, which is barely enough to reliably start a motorcycle.

This Hulkman Alpha85 puts both of my jump starters to shame. It started my Corvette instantly without even a stutter. It's even MORE powerful than the enormous TruckPac I've been using, while being small enough to fit in my center console. The Hulkman is truly an intelligent jump starter. The display is easy to read and shows the percentage of power left in it. If the jumper cables are connected incorrectly, it'll give you an error message. If your battery is completely dead, it'll give you another error, prompting you to hold the device's buttons for 2 seconds, then it'll display ""READY"", and then it's ready to jump start even the weakest of batteries.

Furthermore, this jump starter really does charge quickly. It arrived at 77% and charged to 100% within 10 minutes. At the time of writing this, the product is $80. It's so affordable, I literally just ordered another one. This product can give you peace of mind. You can just toss out your jumper cables because you'll never need them again. I recommend that everyone keep this product in their car. Best jump starter I've ever used."
5,GAME CHANGER.,2021/9/13,"I have never jumped a car myself. I was always afraid of screwing up the cables or electrocuting myself. Recently my car sat idle for 3 weeks and it was dead. I had dashboard lights but couldn’t get it started. I ordered this because I didn’t want to deal with coordinating with AAA and honestly, this has happened twice this year because I’m driving less in this global pancetta.
Anyway… I got this late one day, charged it up (took about 20 mins to go from 80% out of package to 100%) and the next day I took it for a trial!!
Popped the hood, attached the jumper cables to it, turned it on, clamped to the battery and VOILÀ (yes, that’s the word) … I got an error code. My battery was totally 💀. So, I did what the instructions say for a full start or whatever, held the power and LED buttons at the same time and boom, it said ready.

Got in, hit the start, that car started like the day I got it. HAPPY EXPLETIVES FLEW.

Just buy this. I’m getting it a case so it’s always nice and comfy."
5,This Saved the Day for My Wife,2021/10/5,"My wife's 2019 Nissan Armada wouldn't start last Tuesday and I had to drive out to jump start her car. We called the dealership and they couldn't get us in for weeks. The Armada seemed fine after I jumped it but I bought this starter for my wife, just in case the issue came back before we could get it into the dealership. Well, it came in and I charged it up. After a quick tutorial for my wife, I stuck it in her car, just in case there was an issue. Literally, the next day the battery issue happened again and she was able to use this charger to get her car started. I was floored since she has never jumped a car before and was nervous. It worked flawlessly on a dead battery. This is a MUST HAVE for anyone with a questionable battery or really any one I guess."
5,Great Product,2021/11/1,"This is without a doubt the best purchase I’ve ever made on Amazon!
It’s a great idea to have an item like this in your vehicle; other people may not have jumper cables or there may not be people around when you have cables.
I have, ignorantly, run my battery down by charging too much through my power port and since I don’t drive my truck very far each time my alternator doesn’t get to charge my battery enough. Six times, recently, I’ve had to jump my truck (4L V6) and each time it started immediately. After 6 jump starts, including my battery being flat on the first jump, the jump pack is at 74%. Obviously I’ve now charged my auto battery. I highly recommend this jump pack! It feels great in my hands, not heavy and not so lite that it feels cheap…. The perfect weight and size it feels like I’m holding a quality, solid product. I read reviews from other people and watched videos on You Tube prior to purchasing; everybody wants quality for their money so I knew that’s what I was getting…. Now I can confirm that’s what I have QUALITY!"
5,Amazing Product! Highly Recommended!,2021/9/14,"Super strong product! It actually will start a diesel truck 6.0l! Amazing Display and it charges any device! It let you start the car multiple times even if the battery is completely dead you can still start the car just press both buttons and Presto! 🤗 it charge super fast, and it charge with tule C cable too! I go to Car meets and shows and I don’t worry anymore about my batteries, and I’m also able to help others! Highly Recommended!"
5,Quality jump starter,2021/2/16,"Very good, solid, and high-quality charger. The packaging is amazing and the accessories are of high quality as well. So far, I have only used it once (on a KIA Sorento) that was left outside for a month. The battery was drained, but the car started right up.  With the supplied 65W speed charger, this thing charges 50% in 35 min. This jump starter also can be used as a power bank and supports quick charge, so it can fast charge your cell phone. With an average cell phone battery capacity of about 4000 mah, this 20.000 mah jump starter can charge a cell phone 4-5 times. There is also LED light, so you can use it as a flashlight on the go as well. All in all, it is a great jump-starter.As a minor con, I would mention that it is heavy and bulky, but this can also mean that the manufacturer used good high-quality components.  I would definitely recommend this product."
5,This thing is a life saver!,2021/10/19,"My BMW 328i started having battery issues where whenever I go several days without driving I would need a jumpstart. After AAA was leaving me stranded for an hour or more, I said enough was enough! I previously purchased a jump starter from another company and it didn’t start my car at all (1000 amp).

So I purchased the Hulkman 2000 amps and this thing started my completely dead battery in 2 minutes. It is the easiest to connect under the hood even though the battery is in the trunk. I use the alternative of jump starting from the engine bay. I have used it 3 times so far to jump start my car. It went from 100 percent to 73 percent for those 3 recharge. This is the best investment for any driver. I even purchased the Hulkman carrying case to keep all the accessories and keep it protected in my trunk."
5,Used for Harley,2022/5/28,"I reviewed this twice - I think I bought it in a bundle, so here is the other review.This is being carried on my bike across country, part of my safety kit.  I have used it to start a tractor so far - that worked really well.  The unit is clean, well designed, and packs a lot of power.  It also doesn't seem to drain power when not being used, it still had 100% charge after sitting for more than a couple months.It charges fast using USB-C cable (provided) and has a speed charge.  If you are looking for some insurance and don't want to screw with a lot of stuff, buy it.  I also bought the Hulkman case for it - worth it."
5,Best bang for your dollar,2021/7/15,"I'll start by saying I was somewhat skeptical about the quality of jump stater being it was made in China (many of the major brands are too).

I ordered 2 of these units and upon arrival I noticed they were boxed very well, had a premium feel (think Samsung).

The units themselves feel like that are made from good materials and well designed. The display is fantastic and the instructions are super simple. The clamps have 4 loops in the spring (very strong) and have a great feel.

The charger is 65w and charges amazingly fast.. Says it can charge up enough within 5 minutes to start your car. It can also double as a phone/GoPro/etc charger for on the go.

I definitely recommend this product."
5,Amazing! Robust! Totally worth it.,2022/2/11,"Honestly, this thing is amazing! It's super simple. Direct connect to the battery, no fumbling with the armature of the car. It literally tells you when you've got it right. Once you've gotten the green light (yes, there's actually a green light!) Get in the car and Bob's your uncle.

It's got a USB port if you need it as an emergency charger for your phone, tablet or whatever, and a led torch, because why not right? That's all well and good; But I love it because I need it to do one thing and do it well. This fits the bill 100%. I've already recommended it to my friends and family and everyone else who might listen. Do you're own due diligence."
5,Powerful and just the right size,2021/3/20,"I looked and looked at different models. I decided on this one even though I never heard of the brand. The basics, it’s a fast charge and a no brained turn on and off.

I charged it up and left it in the box it came in. Put it in my truck. 3 weeks later, my truck battery died. I opened it up and let it charge the truck battery as it says for about 5 minutes. And boom! My 5.3 started right up. Now the device had about 71 percent left. Later that weekend I had a semi dead battery on my side by side. The battery was good but had not been used the last 6 months due to winter. I used the device to charge battery and BOOM it started right up!

At the end of the day, I will be getting 2 more of these. Amazed!"
5,BUY IT if you need frequent visits from AAA.,2021/11/29,"I don't drive my car due to Covid. We now get everything delivered. So our car's battery goes flat because it consumes electricity until the battery goes dead, all modern cars are like this. The battery powers the computer module that runs the car, even when you aren't using it. My car is a Pontiac Bonneville with the Cadillac Northstar V8. I read the reviews here and bought this and hoped it would start my dead battery car. It took a few attempts to make a good connection on the jump start terminals under the hood. (The battery is actually under the back seat on the right.)
Needless to say, the car started easily once that was achieved. The unit showed that its power had dropped from 100% to 97% from that one attempt.
I'm a retired master mechanic and was dubious that a device smaller than a carton of cigarettes could do this. I'm a convert. Obviously, battery power has come a long way since I was a mechanic.
I am in no way affiliated with this product, other than to say if you need a jump starter, BUY THIS. It's like having AAA in your car for when you need a jump start."
5,Exactly what I needed,2021/11/19,"74 year old lady who has never jumped a car. Left back door ajar on my Jeep Cherokee after removing groceries.  Stupid senior moment. Dead battery 4 days later. Searched Amazon, read reviews and choose Hulkman Alpha 85. Delivered overnight.  Opened box, came at 77% power, charged while reading easy instructions 10 minutes at full power. Hooked up to car received error code for dead battery, pressed the LED and power button simultaneously per instructions for force start, immediate ready light and car started right up. This is the unit you want. It is a little bigger and heavier than the space savers but it's solid, safe and it works. Don't know about longevity but the bonus extended warranty card that came in the package it is warrantied for 36 months. Do yourself a favor and order the bundle that includes a nice hard side carrying case. https://smile.amazon.com/HULKMAN-Alpha85-Portable-Starter-Protection/dp/B09696NZK5/ref=sr_1_3?keywords=Hulkman+85+bundle&qid=1637282689&qsid=137-0776868-2241968&sr=8-3&sres=B09696NZK5%2CB0978M6FXN%2CB08TW8NLTD%2CB08M41FX48%2CB07C2VZGJY%2CB08PB48DG8%2CB091PK96S1%2CB015TKUPIC%2CB08TQFHW1C%2CB07C2VH2MV%2CB096X5SS8X%2CB08XW34774%2CB08MTJFGDW%2CB0928VN98C%2CB08XTT6DQ3%2CB002UXRXEG"
5,Love Love Love,2021/5/22,"This battery starter is amazing! My 2009 BMW was completely dead. Anyone who has a BMW knows it is not easy to get into since the battery is in the trunk. I used the Hulkman immediately after opening. I charged it for 3 minutes to 100% (yes, it's that fast), hooked it up using the positive and negative in the hood and within seconds the car started! I love it so much I am buying one for all of my cars and my elderly mothers' car. Thank you Hulkman! You saved me from wasting my time and sanity having to wait for roadside assistance."
5,"Simple set up, seems to be reliable",2021/12/9,I’ve used this twice since I got it.  The first time was less than 80% right out of the box and it started a completely dead minivan.  The next day I tried it again (battery dead the next day) with the charge around 65% and it didn’t work. Did a quick recharge of the unit (maybe 30 min) and it boosted the battery in a minute or two. Very compact even with the various accessories. I wish it came with a storage bag but that’s a minor detail. Very pleased!
5,OMG!  It Works!!!,2021/7/1,"Had a 2002 Mustang that wasn't started nor driven for 6 months!  IT WAS DEAD!  Ordered on Amazon and got it before 4pm next day.  Made sure the charger was fully charged and headed to the garage with a neighbor.  The flashlight was handy to clearly see what we were doing.  It's handy that you have a bright, dimmer, strobe, SOS, and flashing red light settings.  Attached the clamps to charger and terminals.  Then, turned the key.  VOILA!  Car started and I went for a ride.  Worked perfectly!  My only alternative was position second car, manually move the Mustang out of the garage, and use the jumper cables.  This is so easy you can charge the battery without another car.  Comes with wall plug, car plug and usb cable.  It will also charge your phone or tablet."
5,A must have for every car,2021/9/25,"We recently had a dead battery and the guy from AAA brought this. I could not believe how easy it was to start the car. My husband has always feared jumper cables and he cannot stop talking about this. No one wants to depend on another vehicle to jump a car or having the car in the garage trying to do it. It came 83% charged and only took minutes to get to 100%. It has a USB charger, car charger, and wall charger! We will order a second one!"
5,Extraordinary,2021/10/20,"I bought it a few months ago, charged the unit to 100% and I have it stored in my car, last week and by chance two friends of mine had problems with their batteries, the first Ford V8 5.4 triton with a fully discharged battery, it turned on instantly , the second a Ford fusion V6 3.0, I started it easier with 72% of the Hulkman charge, very satisfied with the purchase, but most importantly, when I put it to charge again I accidentally dropped it and the wall charger broke , I contacted Hulkman customer service how I could buy a replacement, what a surprise they sent me another wall charger on the third day it was at my door, that is, the product and the customer service is excellent, I recommend it with 6 stars if I could."
5,awesome,2022/3/26,"I must say I was shocked on how well and fast this product works. my first time using it I was disappointed but only because I wasn't using it properly.  when jumping a dead battery u must hold both buttons down for a couple seconds until you see READY. I'm one satisfied customer , this is a must have.  small and easy to transport.  I can go on and on but don't wanna sound as if I'm the seller.  lol"
4,What no case? REALLY?,2021/11/11,"Everything about this product rings high quality !
But when I opened it all up and found no carrying case, not even a cheap cloth bag to throw all the parts in, I was irritated! But then I looked , and they sell a wonderful case for $35!
(They do sell a bundled package with the case I would’ve purchased had I known )
I didn’t even see the bundled package until I got the product and started looking for a case!
Nothing in the ad for the device tells you there isn’t a case sent with it.
Seriously , WHAT do you purchase these days, with a half dozen small components that doesn’t include at least a cloth bag or something to keep the parts in ?
This was a money saving decision made in a conference room by people who should be fired!
As much as I like the product , I’m sorry this experience has been just irritating so far."
5,This thing has muscle!,2022/3/5,I am a professional auto tech and needed a jump box. I didnt feel like hausing a traditional big heavy jump box and so I purchased the hulkman alpha 85. So far I've only had occasion to use it once on a Hemi with a dead battery. This thing made the motor turn over faster than the car battery could! The recharging of the pack is pretty fast and it is very easy to use. Highly recommend!
5,Very easy,2021/11/10,"I am a complete idiot when it comes to cars, so when I told my husband bought this he was very amused. Truthfully I agreed with him, but I figured if I couldn't use it I could alway call AAA.

When I couldn't get my car started in a parking lot today, surprisingly I was able to connect the device and get myself to the service station no help. (PS, I just bought a second one for my husband!)."
5,Premium Product,2020/12/18,"I was very surprised with this product for the price. I was considering a similar but more expensive alternative in store but decided to go with this instead. It came with high quality packaging and premium feel. Came with the adapters seen in the image and the led lights are also red.

I used this product to jumpstart my fully dead car and had to use the manual mode. It started first try. It used about 8% of the battery and then took about 3 minutes to charge back to 100. Overall this is a would recommend"
5,"Quick charging, easy to use",2021/11/2,"The device is easy to use and I know virtually nothing about cars and have always been nervous about traditional jump starting and accidentally switching cables. I love the built in safety features. My dog stepped on the hazard light switch getting out of the car (she’s a repeat offender) and I didn’t notice. My battery was completely dead and I had to use force start mode, and it started right up."
4,"Works good, not perfect.",2021/10/21,"This worked great when hooked strait to cable(no battery). Fired the 5.7 hemi right up.

I gave it a five star for the fact, it did crank over my 6.0. But It could not start it. I think in a low battery situation it would start it time will tell. I think I'll keep this in my dodge and possibly get the one rated for 7.3 diesel and try that."
5,Best jump pack I have ever owned!,2022/1/19,"I have used this pack probably 12 times on one charge. If the battery is super dead all you need to do is hold both buttons down to force power from the pack to the battery. Only thing is i wish they would have included a storage bag to put all cables together.

I have purchased 4 to keep in all of the company trucks we have."
5,Will Start A COMPLETELY Dead Car Battery,2021/11/9,"Car had sat for six months.  Tried to do a slow charge with my cheap charger but remaining voltage on the baterry was zero.  Ordered this puppy, followed the directions and it cranked up the first time.  I let it run at idle in the driveway (which I later found out that that's like peeing in the wind), turned it off and the engine wouldn't turn over.  Jumpstarted it again, rode around to 45 minutes, pulled in the drive and hooked up the slow charger and let it run overnite. Went out the next morning and sure enough it wouldn't turn over.  Called AAA and had a new battery installed (they actually have the best prices).  I'll be sending this back because I no longer need it but not before I try it out on my wife's toes while she's asleep tonight.  Postive? Negative? Does it matter?"
5,Operates as advertised,2021/9/30,"We arrived home from a vacation and found the battery in our car died, I then connected the Hulkman A85, the display said Ready
I went into our car and it started up immediately.
Also it can be used to charge your Smart Phone and other devices.
I would recommend this product."
5,Charges FAST and Does the Job,2021/12/1,"After being quoted $225 for a jump and finally paying $75 for another tow company, I decided never again. I hit the road with jump starter and air compressor. This item was out of the box, fully charged and started my car in less than 10 mins. It arrived 80% charged with clear indicator....charged in 5 mins to 100% and said READY once I had connected the leads to my battery...What more do you want? Portable, reliable....it gives you a percentage count down as you use it of the amount of charge left. Nice compact tool. Very happy with the price and flexibility of this item."
5,"Just perfect for the job. No case included, not a problem!",2021/6/18," Great car battery jumper.
I recommend the rugged DeWalt 10 compartment organizer for it. Fits like a glove.... $12 at the Depot. And it's waterproof!"
5,"Great Unit, just wish it came with a carrying case.",2021/11/9,"Overall, fantastic build quality, USB-C integration, and very fast charging with the wall charger. Will double as an external battery for charging devices in a pinch, and has a reasonably powerful flashlight as well as SOS type light.

Definitely will do the job and jump any car with a dead battery, assuming your alternator is functioning and the battery is indeed the issue.

My only knock on the product is it doesn't come with a carrying case. I just threw it in my ""emergency toolkit"" Milwaukee bag. A nice case would make a big difference."
5,Very good,2021/6/13,"Easy to use, compact and works everytime. I never leave home without it in my trunk along with a few other items. Very nicely engineered product, go for it without second thoughts if you're in the market looking for an emergency jump start kit."
5,This thing is awesome!!,2021/11/15,"I've now had to use this jumper on 3 vehicles. 1 being a high torque engine the other 2 stock motors. It's still has a charge spins the engine's as if they had full charge batteries. The jumper I had originally used was a heavy much older battery box that after fifteen years and about 4 replacement batteries was finally dead and completely shot. This lightweight jumper had me very skeptical but wow its an encredible jumper definitely hope it will last awhile, we will see but so far it's a great product."
5,Solid,2021/2/6,"Product arrived on time and in good condition. Packaged well. Appears very well made.
Took it's first charge very quickly. Arrived with 67%, plugged it in and it went to 100% in just a few minutes.
Will follow up if/when it is called on to perform."
5,Really nice.,2020/12/2,"Really nice, The big display is great when you need it - and packs a punch.  No need to look around for a little tiny display in the middle of the night."
5,Amazing,2021/12/22,This thing works flawlessly...works the first try and the fact that it takes USB C makes it even better..cannot recommend enough
5,Started My SUV Twice,2021/9/7,"The battery in my 2018 SUV died while it was parked in my garage.  My jumper cables couldn’t reach my other car, so I bought this on Amazon (delivered a day late).  Charged up the thing, connected it to my car’s battery, and it started right up.  Had to use it again the next day. Nice to have around."
5,Well made and easy to use,2021/8/9,I have had this jump starter for a while and was going to wait until I used it to review it but that could be a long ways down the road from now so I will just give my initial impressions. It seems to be well made and the cables and clamps are good quality. I like the digital readout. I have watched several Youtube videos on this item and it works very well. The only negative I have about it is that it doesn't come with a case. I ended up buying a case on Amazon by Caseling made for the Noco GB70 jumpstarter and it fits great in it.
5,If you need a jump starter and won't settle for a cheaply made one,2021/9/2,"It's definitely more expensive than the average jump starter but for someone who appreciates finer things in life, this one stands above the crowd.

The packaging makes you think you just got a new iPhone.
The starter and all the accessories look and feel like solid quality products.
I love the large LCD screen for readout.
It charges from 83% to 100% in minutes after I opened the box.
The manual says it's good for 18 months after every full charge."
5,BEST BUY On AMAZON,2021/10/19,I have an older vehicle 06 accord with 275k miles. It usually dies if I don’t start her once every 2 days. I’ve used this jump starter at least 4x and it still doesn’t need a recharge. My Accord has. A V6 engine. And this beats every portable battery jump starter I’ve ever had.
5,Easy to use holds charge for months always ready for when you might need it.,2021/5/31,Haven't had to use it to jump a car battery but I used it to power my tire inflator and put all 4 tires to proper psi in minutes! No hassle no errors and still had 96% batt afterward... So far so good glad I made the purchase! Would definitely recommend!
5,Fixed are heater to??🥳 magical product,2021/2/17,"This was a true gift to our car, were always having to jump it and it took 2 min to go from 75% to 100% when we hooked it up the car started right away and took only 3% BONUS are heater was broken but after jumping the car it is now working and blowing hot air☺️🤩🥳 so it fixed the heater to👍 magical jumper"
5,Very good,2021/11/7,"Just received this today. Plugged it in to charge and it was already at 77% and took only a few minutes to get it to 100%. Took it outside and connected it to the car battery which had been very dead the day before and just a second after I put the jumpers on it said ready already. I thought damn, that's fast. Got in the car and turned the key and it cranked and started as though it had a new battery in it. I'm impressed, works better than I expected."
4,Great working product but no carring case to carry the loose bits!,2021/11/22,"I am really happy at how great this product works! I have an 2011 MB E500 that needs the amps to start and this product works perfect and only takes it down 10%. However they include no carrying case or bag for all the loose bits like the USB cable, jumper clamps, or charging cable! With everything being able to be unplugged from the main unit you would think they would have included something to carry everything. I can see parts getting lost and having to find someway to replace them."
5,"As Gomer says, SURPRISE SURPRISE",2022/5/25,"My buddy has a jeep that was parked for years. Just to test it, I told him to try it. Well, it jumped the jeep 5 to six times. Now my buddy is getting one. I'm ticked though. He gets his for 40 dollars less than I paid."
5,Top noch Quality. Very happy. (From Noco Owner),2021/8/14,"This is my opinion only. I am no expert but do buy alot of quality products. I have a Noco in one og my cars and used twice successfully. I wanted another Noco because of the quality but ended up trying this one. I was very impressed with the box and actual device quality and added cables (UsbC, super wall charger and car charger). Quality is same or better. I haven’t tried yet but quality is TOP. I got the bundle with case and am happy. If you are spending over 100 on this don’t go cheap on another case. Buy the original. Really glad I chose this one. Hope it lasts me years of use."
